pixel_feature_index,importance
181,0.00039045494502015267
549,0.00039044881360478966
419,0.00038982697772615104
1731,0.0003896382064715985
1686,0.00038948987682122166
376,0.0003893001214038825
2340,0.0003890135361094352
2320,0.00038901172961194213
586,0.0003886809668247848
1261,0.0003886071449691919
1691,0.0003884702708286703
857,0.00038834416439730035
1572,0.00038819566114236826
1944,0.0003881202591994325
1621,0.00038797207596122905
2313,0.00038773847667227077
274,0.0003877366294315063
1940,0.0003876865842055787
2220,0.00038766349516629973
238,0.0003876084298826575
1593,0.00038755276127128233
420,0.0003874135602260564
236,0.0003874063791814067
1065,0.00038736193581607515
1586,0.00038708973399172636
1444,0.0003870622515391088
2205,0.00038692267776317695
2152,0.00038681774076330266
1377,0.00038662612357237384
2252,0.00038627118197168586
1539,0.00038622612059892547
2309,0.00038601235729512136
2271,0.0003859354282410799
187,0.0003859040558056619
2039,0.0003858457765250847
59,0.0003856647238874897
554,0.00038561237914455334
1640,0.00038554910411878044
1278,0.0003853927266771187
221,0.0003851533269636287
218,0.00038484508267203245
1103,0.00038468318225445803
1726,0.0003845791452725748
210,0.0003843301287821284
949,0.0003842786044475197
2270,0.00038422943400759016
777,0.00038414755875322424
888,0.0003841032036749507
1317,0.0003840716376044058
2333,0.0003838987135057466
1171,0.00038386863016773553
1687,0.0003837463027110555
613,0.00038370865179216285
296,0.00038364666831072546
1574,0.00038360659137271467
2201,0.00038298014803039366
1996,0.000382933569397834
422,0.00038291236497270474
356,0.00038259644247676396
1722,0.0003822924232342056
1906,0.0003820783327517521
2107,0.0003819593985100064
1569,0.0003818010561899605
2284,0.00038179781186792035
188,0.0003817206235789369
1354,0.00038164152011577207
1874,0.0003815949748360765
2109,0.00038155097892183403
1191,0.0003813500523970837
1007,0.00038123680930313565
856,0.0003811686875984772
1914,0.0003810278901722787
229,0.0003808150473361694
70,0.00038069197529189445
2285,0.0003806747199383524
126,0.0003806042482184183
687,0.0003805117678736715
466,0.00038045990975917114
2202,0.00038044051061732507
1158,0.0003803786520678716
1584,0.00038029817857804086
2074,0.00038029447115273124
1567,0.00038013508552662146
774,0.000379867102095886
1856,0.0003798594120680425
2350,0.00037973445302483987
1074,0.0003795540140598961
263,0.0003795223086326668
897,0.00037945701037730707
1813,0.0003793889921741356
1623,0.00037925705263806256
724,0.0003791799338332162
1873,0.00037912298803975355
1450,0.00037895454271891037
486,0.00037881041005627196
391,0.0003787879082329952
235,0.00037868843583128975
2228,0.00037858389829337945
2146,0.00037857868575588396
2033,0.00037855816101656713
827,0.00037855554778750387
782,0.00037836040486177974
323,0.00037834327533864387
1352,0.00037827151349987035
328,0.0003781219594605089
259,0.0003778663066887274
1271,0.0003778093195090766
1665,0.0003777033965915332
29,0.0003776252552023373
1163,0.0003771588675626163
1290,0.0003771100139770107
750,0.0003769722669348873
1763,0.0003769528306004093
565,0.0003767602966153647
406,0.0003763804032293271
1732,0.0003759780483825191
2328,0.00037588420822424015
2193,0.0003755155864608891
1324,0.00037550362390620487
38,0.0003754283613329448
992,0.0003752742711695675
835,0.00037509645349524846
148,0.0003750837734764124
2025,0.0003750621812461226
138,0.0003750341750036303
2253,0.00037502961616356367
526,0.0003744951086972938
477,0.0003743577162538782
474,0.00037419105247618573
695,0.00037373854510733024
1516,0.00037365027989707194
355,0.00037355452616220263
1106,0.00037302373029417187
2217,0.00037273923475931715
537,0.00037257923445766487
2143,0.00037256884698605637
255,0.00037253081025320387
1575,0.0003725030988224844
522,0.00037243865653886695
1369,0.0003723769097265918
984,0.00037218882129381564
555,0.0003721581098076576
1967,0.0003720834774956249
1790,0.00037200288785038243
288,0.00037196294611134784
842,0.0003719436412885285
2034,0.0003718595739597182
927,0.00037184322773973973
1522,0.00037131931340803704
36,0.0003713188521818821
583,0.00037107413854218553
1168,0.00037081874971901026
2169,0.0003705959455118823
253,0.00037037503378259135
1977,0.0003703699321601528
2194,0.0003703652547449253
664,0.0003700549028207172
1749,0.0003699996805920668
169,0.00036998827483007197
2294,0.00036991598153674236
10,0.0003696661453426185
1094,0.0003695822736509223
669,0.0003693085100263099
591,0.00036906927117102745
1341,0.0003690022321999599
1355,0.0003688968076276091
557,0.0003688905134229364
